zotqdaFormat,code,codeId,citekey,creator,year,title,itemKey,attachmentKey,attachmentTitle,pageLabel,annotationKey,annotationType,color,text,comment,weight,allTags,codedBy,codedAt,dateAdded,dateModified,positionKind,positionStart,positionEnd,positionPage,positionRects
fragments/1,Belastung/emotional,c96c04b3c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0036,highlight,#ff6666,Auszug 0036,,1,#Code Belastung/emotional,bob,2026-06-08T21:58:00.000Z,2026-06-08T21:58:00.000Z,2026-06-08T21:58:00.000Z,text,582,677,,
fragments/1,Ressourcen/Team,cbe124367,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0037,highlight,#2ea8e5,Auszug 0037,,1,#Code Ressourcen/Team,ann,2026-06-08T22:10:00.000Z,2026-06-08T22:10:00.000Z,2026-06-08T22:10:00.000Z,text,708,862,,
fragments/1,Ressourcen/Anerkennung,cf30ac49f,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0037,highlight,#2ea8e5,Auszug 0037,,1,#Code Ressourcen/Anerkennung,bob,2026-06-08T22:10:00.000Z,2026-06-08T22:10:00.000Z,2026-06-08T22:10:00.000Z,text,708,862,,
fragments/1,Belastung/emotional,c96c04b3c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0037,highlight,#ff6666,Auszug 0037,,1,#Code Belastung/emotional,bob,2026-06-08T22:10:00.000Z,2026-06-08T22:10:00.000Z,2026-06-08T22:10:00.000Z,text,708,862,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0038,highlight,#ff6666,Auszug 0038,,1,#Code Belastung/Zeitdruck,ann,2026-06-08T22:34:00.000Z,2026-06-08T22:34:00.000Z,2026-06-08T22:34:00.000Z,text,940,1054,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0038,highlight,#ff6666,Auszug 0038,,1,#Code Belastung/Zeitdruck,bob,2026-06-08T22:34:00.000Z,2026-06-08T22:34:00.000Z,2026-06-08T22:34:00.000Z,text,940,1054,,
fragments/1,Bewältigung/Humor,cdd0640c6,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0039,highlight,#5fb236,Auszug 0039,,1,#Code Bewältigung/Humor,ann,2026-06-08T22:52:00.000Z,2026-06-08T22:52:00.000Z,2026-06-08T22:52:00.000Z,text,1124,1338,,
fragments/1,Bewältigung/Distanz,c0bac907c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0039,highlight,#5fb236,Auszug 0039,,1,#Code Bewältigung/Distanz,bob,2026-06-08T22:52:00.000Z,2026-06-08T22:52:00.000Z,2026-06-08T22:52:00.000Z,text,1124,1338,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0040,highlight,#ff6666,Auszug 0040,,1,#Code Belastung/Zeitdruck,ann,2026-06-08T23:21:00.000Z,2026-06-08T23:21:00.000Z,2026-06-08T23:21:00.000Z,text,1411,1595,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0040,highlight,#ff6666,Auszug 0040,,1,#Code Belastung/körperlich,bob,2026-06-08T23:21:00.000Z,2026-06-08T23:21:00.000Z,2026-06-08T23:21:00.000Z,text,1411,1595,,
fragments/1,Bewältigung/Distanz,c0bac907c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0040,highlight,#5fb236,Auszug 0040,,1,#Code Bewältigung/Distanz,ann,2026-06-08T23:21:00.000Z,2026-06-08T23:21:00.000Z,2026-06-08T23:21:00.000Z,text,1411,1595,,
fragments/1,Belastung/emotional,c96c04b3c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,2,DEMO0041,highlight,#ff6666,Auszug 0041,,1,#Code Belastung/emotional,ann,2026-06-08T23:41:00.000Z,2026-06-08T23:41:00.000Z,2026-06-08T23:41:00.000Z,text,1618,1767,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,2,DEMO0041,highlight,#ff6666,Auszug 0041,,1,#Code Belastung/Zeitdruck,bob,2026-06-08T23:41:00.000Z,2026-06-08T23:41:00.000Z,2026-06-08T23:41:00.000Z,text,1618,1767,,
fragments/1,Bewältigung/Humor,cdd0640c6,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,2,DEMO0041,highlight,#5fb236,Auszug 0041,,1,#Code Bewältigung/Humor,ann,2026-06-08T23:41:00.000Z,2026-06-08T23:41:00.000Z,2026-06-08T23:41:00.000Z,text,1618,1767,,
fragments/1,Belastung/emotional,c96c04b3c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,2,DEMO0042,highlight,#ff6666,Auszug 0042,,1,#Code Belastung/emotional,ann,2026-06-09T00:01:00.000Z,2026-06-09T00:01:00.000Z,2026-06-09T00:01:00.000Z,text,1818,1881,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,2,DEMO0042,highlight,#ff6666,Auszug 0042,,1,#Code Belastung/Zeitdruck,bob,2026-06-09T00:01:00.000Z,2026-06-09T00:01:00.000Z,2026-06-09T00:01:00.000Z,text,1818,1881,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,2,DEMO0043,highlight,#ff6666,Auszug 0043,,1,#Code Belastung/körperlich,ann,2026-06-09T00:11:00.000Z,2026-06-09T00:11:00.000Z,2026-06-09T00:11:00.000Z,text,1919,2033,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,2,DEMO0043,highlight,#ff6666,Auszug 0043,,1,#Code Belastung/körperlich,bob,2026-06-09T00:11:00.000Z,2026-06-09T00:11:00.000Z,2026-06-09T00:11:00.000Z,text,1919,2033,,
fragments/1,Ressourcen/Autonomie,cd175d5c0,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,2,DEMO0044,highlight,#2ea8e5,Auszug 0044,,1,#Code Ressourcen/Autonomie,ann,2026-06-09T00:28:00.000Z,2026-06-09T00:28:00.000Z,2026-06-09T00:28:00.000Z,text,2081,2232,,
fragments/1,Ressourcen/Autonomie,cd175d5c0,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,2,DEMO0044,highlight,#2ea8e5,Auszug 0044,,1,#Code Ressourcen/Autonomie,bob,2026-06-09T00:28:00.000Z,2026-06-09T00:28:00.000Z,2026-06-09T00:28:00.000Z,text,2081,2232,,
fragments/1,Belastung/emotional,c96c04b3c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,2,DEMO0045,highlight,#ff6666,Auszug 0045,,1,#Code Belastung/emotional,ann,2026-06-09T00:48:00.000Z,2026-06-09T00:48:00.000Z,2026-06-09T00:48:00.000Z,text,2286,2457,,
fragments/1,Belastung/emotional,c96c04b3c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,2,DEMO0045,highlight,#ff6666,Auszug 0045,,1,#Code Belastung/emotional,bob,2026-06-09T00:48:00.000Z,2026-06-09T00:48:00.000Z,2026-06-09T00:48:00.000Z,text,2286,2457,,
fragments/1,Belastung/emotional,c96c04b3c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,2,DEMO0046,highlight,#ff6666,Auszug 0046,,1,#Code Belastung/emotional,ann,2026-06-09T01:09:00.000Z,2026-06-09T01:09:00.000Z,2026-06-09T01:09:00.000Z,text,2491,2557,,
fragments/1,Belastung/emotional,c96c04b3c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,2,DEMO0046,highlight,#ff6666,Auszug 0046,,1,#Code Belastung/emotional,bob,2026-06-09T01:09:00.000Z,2026-06-09T01:09:00.000Z,2026-06-09T01:09:00.000Z,text,2491,2557,,
fragments/1,Belastung/emotional,c96c04b3c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,2,DEMO0047,highlight,#ff6666,Auszug 0047,,1,#Code Belastung/emotional,ann,2026-06-09T01:21:00.000Z,2026-06-09T01:21:00.000Z,2026-06-09T01:21:00.000Z,text,2610,2751,,
fragments/1,Ressourcen/Anerkennung,cf30ac49f,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,2,DEMO0048,highlight,#2ea8e5,Auszug 0048,,1,#Code Ressourcen/Anerkennung,ann,2026-06-09T01:39:00.000Z,2026-06-09T01:39:00.000Z,2026-06-09T01:39:00.000Z,text,2794,2983,,
fragments/1,Ressourcen/Team,cbe124367,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,2,DEMO0048,highlight,#2ea8e5,Auszug 0048,,1,#Code Ressourcen/Team,bob,2026-06-09T01:39:00.000Z,2026-06-09T01:39:00.000Z,2026-06-09T01:39:00.000Z,text,2794,2983,,
fragments/1,Ressourcen/Team,cbe124367,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0049,highlight,#2ea8e5,Auszug 0049,,1,#Code Ressourcen/Team,ann,2026-06-09T02:04:00.000Z,2026-06-09T02:04:00.000Z,2026-06-09T02:04:00.000Z,text,3040,3190,,
fragments/1,Ressourcen/Team,cbe124367,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0049,highlight,#2ea8e5,Auszug 0049,,1,#Code Ressourcen/Team,bob,2026-06-09T02:04:00.000Z,2026-06-09T02:04:00.000Z,2026-06-09T02:04:00.000Z,text,3040,3190,,
fragments/1,Belastung/emotional,c96c04b3c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0050,highlight,#ff6666,Auszug 0050,,1,#Code Belastung/emotional,ann,2026-06-09T02:22:00.000Z,2026-06-09T02:22:00.000Z,2026-06-09T02:22:00.000Z,text,3221,3369,,
fragments/1,Belastung/emotional,c96c04b3c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0050,highlight,#ff6666,Auszug 0050,,1,#Code Belastung/emotional,bob,2026-06-09T02:22:00.000Z,2026-06-09T02:22:00.000Z,2026-06-09T02:22:00.000Z,text,3221,3369,,
fragments/1,Bewältigung/Humor,cdd0640c6,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0050,highlight,#5fb236,Auszug 0050,,1,#Code Bewältigung/Humor,bob,2026-06-09T02:22:00.000Z,2026-06-09T02:22:00.000Z,2026-06-09T02:22:00.000Z,text,3221,3369,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0051,highlight,#ff6666,Auszug 0051,,1,#Code Belastung/körperlich,ann,2026-06-09T02:39:00.000Z,2026-06-09T02:39:00.000Z,2026-06-09T02:39:00.000Z,text,3396,3480,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0051,highlight,#ff6666,Auszug 0051,,1,#Code Belastung/körperlich,bob,2026-06-09T02:39:00.000Z,2026-06-09T02:39:00.000Z,2026-06-09T02:39:00.000Z,text,3396,3480,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0052,highlight,#ff6666,Auszug 0052,,1,#Code Belastung/körperlich,ann,2026-06-09T02:54:00.000Z,2026-06-09T02:54:00.000Z,2026-06-09T02:54:00.000Z,text,3549,3698,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0052,highlight,#ff6666,Auszug 0052,,1,#Code Belastung/Zeitdruck,bob,2026-06-09T02:54:00.000Z,2026-06-09T02:54:00.000Z,2026-06-09T02:54:00.000Z,text,3549,3698,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0053,highlight,#ff6666,Auszug 0053,,1,#Code Belastung/körperlich,ann,2026-06-09T03:13:00.000Z,2026-06-09T03:13:00.000Z,2026-06-09T03:13:00.000Z,text,3736,3855,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0053,highlight,#ff6666,Auszug 0053,,1,#Code Belastung/körperlich,bob,2026-06-09T03:13:00.000Z,2026-06-09T03:13:00.000Z,2026-06-09T03:13:00.000Z,text,3736,3855,,
fragments/1,Bewältigung/Sport,c63f43352,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0053,highlight,#5fb236,Auszug 0053,,1,#Code Bewältigung/Sport,ann,2026-06-09T03:13:00.000Z,2026-06-09T03:13:00.000Z,2026-06-09T03:13:00.000Z,text,3736,3855,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0054,highlight,#ff6666,Auszug 0054,,1,#Code Belastung/Zeitdruck,ann,2026-06-09T03:29:00.000Z,2026-06-09T03:29:00.000Z,2026-06-09T03:29:00.000Z,text,3897,4111,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0054,highlight,#ff6666,Auszug 0054,,1,#Code Belastung/Zeitdruck,bob,2026-06-09T03:29:00.000Z,2026-06-09T03:29:00.000Z,2026-06-09T03:29:00.000Z,text,3897,4111,,
fragments/1,Bewältigung/Distanz,c0bac907c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0054,highlight,#5fb236,Auszug 0054,,1,#Code Bewältigung/Distanz,ann,2026-06-09T03:29:00.000Z,2026-06-09T03:29:00.000Z,2026-06-09T03:29:00.000Z,text,3897,4111,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0055,highlight,#ff6666,Auszug 0055,,1,#Code Belastung/körperlich,ann,2026-06-09T03:53:00.000Z,2026-06-09T03:53:00.000Z,2026-06-09T03:53:00.000Z,text,4139,4298,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0055,highlight,#ff6666,Auszug 0055,,1,#Code Belastung/körperlich,bob,2026-06-09T03:53:00.000Z,2026-06-09T03:53:00.000Z,2026-06-09T03:53:00.000Z,text,4139,4298,,
fragments/1,Belastung/emotional,c96c04b3c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0056,highlight,#ff6666,Auszug 0056,,1,#Code Belastung/emotional,ann,2026-06-09T04:15:00.000Z,2026-06-09T04:15:00.000Z,2026-06-09T04:15:00.000Z,text,4359,4456,,
fragments/1,Belastung/emotional,c96c04b3c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0056,highlight,#ff6666,Auszug 0056,,1,#Code Belastung/emotional,bob,2026-06-09T04:15:00.000Z,2026-06-09T04:15:00.000Z,2026-06-09T04:15:00.000Z,text,4359,4456,,
fragments/1,Bewältigung/Humor,cdd0640c6,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,3,DEMO0056,highlight,#5fb236,Auszug 0056,,1,#Code Bewältigung/Humor,ann,2026-06-09T04:15:00.000Z,2026-06-09T04:15:00.000Z,2026-06-09T04:15:00.000Z,text,4359,4456,,
fragments/1,Belastung/emotional,c96c04b3c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,4,DEMO0057,highlight,#ff6666,Auszug 0057,,1,#Code Belastung/emotional,ann,2026-06-09T04:32:00.000Z,2026-06-09T04:32:00.000Z,2026-06-09T04:32:00.000Z,text,4521,4675,,
fragments/1,Belastung/emotional,c96c04b3c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,4,DEMO0057,highlight,#ff6666,Auszug 0057,,1,#Code Belastung/emotional,bob,2026-06-09T04:32:00.000Z,2026-06-09T04:32:00.000Z,2026-06-09T04:32:00.000Z,text,4521,4675,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,4,DEMO0058,highlight,#ff6666,Auszug 0058,,1,#Code Belastung/Zeitdruck,ann,2026-06-09T04:50:00.000Z,2026-06-09T04:50:00.000Z,2026-06-09T04:50:00.000Z,text,4705,4866,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,4,DEMO0058,highlight,#ff6666,Auszug 0058,,1,#Code Belastung/Zeitdruck,bob,2026-06-09T04:50:00.000Z,2026-06-09T04:50:00.000Z,2026-06-09T04:50:00.000Z,text,4705,4866,,
fragments/1,Ressourcen/Team,cbe124367,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,4,DEMO0059,highlight,#2ea8e5,Auszug 0059,,1,#Code Ressourcen/Team,ann,2026-06-09T05:08:00.000Z,2026-06-09T05:08:00.000Z,2026-06-09T05:08:00.000Z,text,4886,5005,,
fragments/1,Ressourcen/Team,cbe124367,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,4,DEMO0059,highlight,#2ea8e5,Auszug 0059,,1,#Code Ressourcen/Team,bob,2026-06-09T05:08:00.000Z,2026-06-09T05:08:00.000Z,2026-06-09T05:08:00.000Z,text,4886,5005,,
fragments/1,Belastung/emotional,c96c04b3c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,4,DEMO0059,highlight,#ff6666,Auszug 0059,,1,#Code Belastung/emotional,bob,2026-06-09T05:08:00.000Z,2026-06-09T05:08:00.000Z,2026-06-09T05:08:00.000Z,text,4886,5005,,
fragments/1,Belastung/emotional,c96c04b3c,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,1,DEMO0060,highlight,#ff6666,Auszug 0060,,1,#Code Belastung/emotional,ann,2026-06-09T09:05:00.000Z,2026-06-09T09:05:00.000Z,2026-06-09T09:05:00.000Z,text,56,147,,
fragments/1,Belastung/emotional,c96c04b3c,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,1,DEMO0060,highlight,#ff6666,Auszug 0060,,1,#Code Belastung/emotional,bob,2026-06-09T09:05:00.000Z,2026-06-09T09:05:00.000Z,2026-06-09T09:05:00.000Z,text,56,147,,
fragments/1,Belastung/emotional,c96c04b3c,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,1,DEMO0061,highlight,#ff6666,Auszug 0061,,1,#Code Belastung/emotional,ann,2026-06-09T09:21:00.000Z,2026-06-09T09:21:00.000Z,2026-06-09T09:21:00.000Z,text,219,438,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,1,DEMO0061,highlight,#ff6666,Auszug 0061,,1,#Code Belastung/Zeitdruck,ann,2026-06-09T09:21:00.000Z,2026-06-09T09:21:00.000Z,2026-06-09T09:21:00.000Z,text,219,438,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,1,DEMO0061,highlight,#ff6666,Auszug 0061,,1,#Code Belastung/Zeitdruck,bob,2026-06-09T09:21:00.000Z,2026-06-09T09:21:00.000Z,2026-06-09T09:21:00.000Z,text,219,438,,
fragments/1,Ressourcen/Team,cbe124367,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,1,DEMO0062,highlight,#2ea8e5,Auszug 0062,,1,#Code Ressourcen/Team,ann,2026-06-09T09:51:00.000Z,2026-06-09T09:51:00.000Z,2026-06-09T09:51:00.000Z,text,514,650,,
fragments/1,Belastung/emotional,c96c04b3c,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,1,DEMO0062,highlight,#ff6666,Auszug 0062,,1,#Code Belastung/emotional,bob,2026-06-09T09:51:00.000Z,2026-06-09T09:51:00.000Z,2026-06-09T09:51:00.000Z,text,514,650,,
fragments/1,Bewältigung/Humor,cdd0640c6,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,1,DEMO0063,highlight,#5fb236,Auszug 0063,,1,#Code Bewältigung/Humor,ann,2026-06-09T10:12:00.000Z,2026-06-09T10:12:00.000Z,2026-06-09T10:12:00.000Z,text,722,877,,
fragments/1,Bewältigung/Distanz,c0bac907c,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,1,DEMO0063,highlight,#5fb236,Auszug 0063,,1,#Code Bewältigung/Distanz,bob,2026-06-09T10:12:00.000Z,2026-06-09T10:12:00.000Z,2026-06-09T10:12:00.000Z,text,722,877,,
fragments/1,Belastung/emotional,c96c04b3c,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,1,DEMO0064,highlight,#ff6666,Auszug 0064,,1,#Code Belastung/emotional,ann,2026-06-09T10:32:00.000Z,2026-06-09T10:32:00.000Z,2026-06-09T10:32:00.000Z,text,922,1094,,
fragments/1,Belastung/emotional,c96c04b3c,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,1,DEMO0064,highlight,#ff6666,Auszug 0064,,1,#Code Belastung/emotional,bob,2026-06-09T10:32:00.000Z,2026-06-09T10:32:00.000Z,2026-06-09T10:32:00.000Z,text,922,1094,,
fragments/1,Bewältigung/Humor,cdd0640c6,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,1,DEMO0064,highlight,#5fb236,Auszug 0064,,1,#Code Bewältigung/Humor,bob,2026-06-09T10:32:00.000Z,2026-06-09T10:32:00.000Z,2026-06-09T10:32:00.000Z,text,922,1094,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,1,DEMO0065,highlight,#ff6666,Auszug 0065,,1,#Code Belastung/körperlich,ann,2026-06-09T10:55:00.000Z,2026-06-09T10:55:00.000Z,2026-06-09T10:55:00.000Z,text,1158,1278,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,1,DEMO0065,highlight,#ff6666,Auszug 0065,,1,#Code Belastung/körperlich,bob,2026-06-09T10:55:00.000Z,2026-06-09T10:55:00.000Z,2026-06-09T10:55:00.000Z,text,1158,1278,,
fragments/1,Bewältigung/Sport,c63f43352,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,1,DEMO0065,highlight,#5fb236,Auszug 0065,,1,#Code Bewältigung/Sport,bob,2026-06-09T10:55:00.000Z,2026-06-09T10:55:00.000Z,2026-06-09T10:55:00.000Z,text,1158,1278,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,1,DEMO0066,highlight,#ff6666,Auszug 0066,,1,#Code Belastung/Zeitdruck,ann,2026-06-09T11:12:00.000Z,2026-06-09T11:12:00.000Z,2026-06-09T11:12:00.000Z,text,1328,1432,,
fragments/1,Belastung/emotional,c96c04b3c,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,1,DEMO0066,highlight,#ff6666,Auszug 0066,,1,#Code Belastung/emotional,bob,2026-06-09T11:12:00.000Z,2026-06-09T11:12:00.000Z,2026-06-09T11:12:00.000Z,text,1328,1432,,
fragments/1,Bewältigung/Humor,cdd0640c6,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,2,DEMO0067,highlight,#5fb236,Auszug 0067,,1,#Code Bewältigung/Humor,ann,2026-06-09T11:30:00.000Z,2026-06-09T11:30:00.000Z,2026-06-09T11:30:00.000Z,text,1500,1607,,
fragments/1,Bewältigung/Distanz,c0bac907c,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,2,DEMO0067,highlight,#5fb236,Auszug 0067,,1,#Code Bewältigung/Distanz,bob,2026-06-09T11:30:00.000Z,2026-06-09T11:30:00.000Z,2026-06-09T11:30:00.000Z,text,1500,1607,,
fragments/1,Ressourcen/Team,cbe124367,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,2,DEMO0068,highlight,#2ea8e5,Auszug 0068,,1,#Code Ressourcen/Team,ann,2026-06-09T11:46:00.000Z,2026-06-09T11:46:00.000Z,2026-06-09T11:46:00.000Z,text,1669,1882,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,2,DEMO0069,highlight,#ff6666,Auszug 0069,,1,#Code Belastung/Zeitdruck,ann,2026-06-09T12:16:00.000Z,2026-06-09T12:16:00.000Z,2026-06-09T12:16:00.000Z,text,1961,2089,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,2,DEMO0069,highlight,#ff6666,Auszug 0069,,1,#Code Belastung/Zeitdruck,bob,2026-06-09T12:16:00.000Z,2026-06-09T12:16:00.000Z,2026-06-09T12:16:00.000Z,text,1961,2089,,
fragments/1,Bewältigung/Humor,cdd0640c6,Station-3,Demo,2026,Interview Station-3,ITEMSTAT300,ATTASTAT300,Station-3.txt,2,DEMO0070,highlight,#5fb236,Auszug 0070,,1,#Code Bewältigung/Humor,ann,2026-06-09T12:33:00.000Z,2026-06-09T12:33:00.000Z,2026-06-09T12:33:00.000Z,text,2130,2262,,
