zotqdaFormat,ts,user,action,code,annotationKey,citekey,creator,year,title,pageLabel,text
history/1,2026-06-12T22:09:00.000Z,bob,add,Bewältigung/Distanz,DEMO0121,Verwaltung-1,Demo,2026,Interview Verwaltung-1,1,Auszug 0121
history/1,2026-06-12T22:46:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0182,Verwaltung-3,Demo,2026,Interview Verwaltung-3,2,Auszug 0182
history/1,2026-06-12T23:23:00.000Z,ann,add,Bewältigung/Humor,DEMO0072,Station-3,Demo,2026,Interview Station-3,2,Auszug 0072
history/1,2026-06-13T00:00:00.000Z,ann,add,Bewältigung/Distanz,DEMO0117,Verwaltung-1,Demo,2026,Interview Verwaltung-1,1,Auszug 0117
history/1,2026-06-13T00:37:00.000Z,ann,add,Bewältigung/Humor,DEMO0041,Station-2,Demo,2026,Interview Station-2,2,Auszug 0041
history/1,2026-06-13T01:14:00.000Z,ann,add,Ressourcen/Team,DEMO0020,Station-1,Demo,2026,Interview Station-1,3,Auszug 0020
history/1,2026-06-13T01:51:00.000Z,ann,add,Bewältigung/Humor,DEMO0039,Station-2,Demo,2026,Interview Station-2,1,Auszug 0039
history/1,2026-06-13T02:28:00.000Z,ann,add,Ressourcen/Autonomie,DEMO0210,Verwaltung-4,Demo,2026,Interview Verwaltung-4,1,Auszug 0210
history/1,2026-06-13T03:05:00.000Z,ann,add,Bewältigung/Distanz,DEMO0151,Verwaltung-2,Demo,2026,Interview Verwaltung-2,1,Auszug 0151
history/1,2026-06-13T03:42:00.000Z,ann,add,Bewältigung/Humor,DEMO0152,Verwaltung-2,Demo,2026,Interview Verwaltung-2,2,Auszug 0152
history/1,2026-06-13T04:19:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0131,Verwaltung-1,Demo,2026,Interview Verwaltung-1,2,Auszug 0131
history/1,2026-06-13T04:56:00.000Z,ann,add,Bewältigung/Sport,DEMO0118,Verwaltung-1,Demo,2026,Interview Verwaltung-1,1,Auszug 0118
history/1,2026-06-13T05:33:00.000Z,ann,add,Ressourcen/Team,DEMO0085,Station-3,Demo,2026,Interview Station-3,4,Auszug 0085
history/1,2026-06-13T06:10:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0153,Verwaltung-2,Demo,2026,Interview Verwaltung-2,2,Auszug 0153
history/1,2026-06-13T06:47:00.000Z,ann,add,Bewältigung/Humor,DEMO0070,Station-3,Demo,2026,Interview Station-3,2,Auszug 0070
history/1,2026-06-13T07:24:00.000Z,bob,add,Bewältigung/Distanz,DEMO0079,Station-3,Demo,2026,Interview Station-3,3,Auszug 0079
history/1,2026-06-13T08:01:00.000Z,ann,add,Ressourcen/Anerkennung,DEMO0076,Station-3,Demo,2026,Interview Station-3,3,Auszug 0076
history/1,2026-06-13T08:38:00.000Z,ann,add,Bewältigung/Distanz,DEMO0179,Verwaltung-3,Demo,2026,Interview Verwaltung-3,1,Auszug 0179
history/1,2026-06-13T09:15:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0110,Station-4,Demo,2026,Interview Station-4,3,Auszug 0110
history/1,2026-06-13T09:52:00.000Z,bob,add,Bewältigung/Distanz,DEMO0166,Verwaltung-2,Demo,2026,Interview Verwaltung-2,3,Auszug 0166
history/1,2026-06-13T10:29:00.000Z,ann,add,Belastung/emotional,DEMO0045,Station-2,Demo,2026,Interview Station-2,2,Auszug 0045
history/1,2026-06-13T11:06:00.000Z,ann,add,Bewältigung/Distanz,DEMO0209,Verwaltung-4,Demo,2026,Interview Verwaltung-4,1,Auszug 0209
history/1,2026-06-13T11:43:00.000Z,bob,add,Bewältigung/Humor,DEMO0088,Station-3,Demo,2026,Interview Station-3,4,Auszug 0088
history/1,2026-06-13T12:20:00.000Z,ann,add,Bewältigung/Humor,DEMO0104,Station-4,Demo,2026,Interview Station-4,3,Auszug 0104
history/1,2026-06-13T12:57:00.000Z,bob,add,Belastung/emotional,DEMO0086,Station-3,Demo,2026,Interview Station-3,4,Auszug 0086
history/1,2026-06-13T13:34:00.000Z,bob,add,Bewältigung/Humor,DEMO0010,Station-1,Demo,2026,Interview Station-1,2,Auszug 0010
history/1,2026-06-13T14:11:00.000Z,ann,add,Bewältigung/Humor,DEMO0010,Station-1,Demo,2026,Interview Station-1,2,Auszug 0010
history/1,2026-06-13T14:48:00.000Z,ann,add,Bewältigung/Distanz,DEMO0125,Verwaltung-1,Demo,2026,Interview Verwaltung-1,2,Auszug 0125
history/1,2026-06-13T15:25:00.000Z,bob,add,Ressourcen/Team,DEMO0202,Verwaltung-3,Demo,2026,Interview Verwaltung-3,4,Auszug 0202
history/1,2026-06-13T16:02:00.000Z,bob,add,Belastung/emotional,DEMO0059,Station-2,Demo,2026,Interview Station-2,4,Auszug 0059
history/1,2026-06-13T16:39:00.000Z,ann,add,Ressourcen/Team,DEMO0029,Station-1,Demo,2026,Interview Station-1,4,Auszug 0029
history/1,2026-06-13T17:16:00.000Z,ann,add,Bewältigung/Sport,DEMO0053,Station-2,Demo,2026,Interview Station-2,3,Auszug 0053
history/1,2026-06-13T17:53:00.000Z,bob,add,Bewältigung/Distanz,DEMO0169,Verwaltung-2,Demo,2026,Interview Verwaltung-2,4,Auszug 0169
history/1,2026-06-13T18:30:00.000Z,ann,add,Bewältigung/Distanz,DEMO0101,Station-4,Demo,2026,Interview Station-4,2,Auszug 0101
history/1,2026-06-13T19:07:00.000Z,ann,add,Bewältigung/Humor,DEMO0219,Verwaltung-4,Demo,2026,Interview Verwaltung-4,2,Auszug 0219
history/1,2026-06-13T19:44:00.000Z,bob,add,Bewältigung/Humor,DEMO0176,Verwaltung-3,Demo,2026,Interview Verwaltung-3,1,Auszug 0176
history/1,2026-06-13T20:21:00.000Z,bob,add,Belastung/körperlich,DEMO0007,Station-1,Demo,2026,Interview Station-1,1,Auszug 0007
history/1,2026-06-13T20:58:00.000Z,ann,add,Ressourcen/Team,DEMO0142,Verwaltung-1,Demo,2026,Interview Verwaltung-1,4,Auszug 0142
history/1,2026-06-13T21:35:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0016,Station-1,Demo,2026,Interview Station-1,2,Auszug 0016
history/1,2026-06-13T22:12:00.000Z,ann,add,Bewältigung/Humor,DEMO0095,Station-4,Demo,2026,Interview Station-4,1,Auszug 0095
history/1,2026-06-13T22:49:00.000Z,ann,add,Ressourcen/Autonomie,DEMO0116,Verwaltung-1,Demo,2026,Interview Verwaltung-1,1,Auszug 0116
history/1,2026-06-13T23:26:00.000Z,bob,add,Bewältigung/Sport,DEMO0027,Station-1,Demo,2026,Interview Station-1,4,Auszug 0027
history/1,2026-06-14T00:03:00.000Z,ann,add,Belastung/emotional,DEMO0219,Verwaltung-4,Demo,2026,Interview Verwaltung-4,2,Auszug 0219
history/1,2026-06-14T00:40:00.000Z,bob,add,Bewältigung/Sport,DEMO0179,Verwaltung-3,Demo,2026,Interview Verwaltung-3,1,Auszug 0179
history/1,2026-06-14T01:17:00.000Z,ann,add,Belastung/emotional,DEMO0022,Station-1,Demo,2026,Interview Station-1,3,Auszug 0022
history/1,2026-06-14T01:54:00.000Z,ann,add,Bewältigung/Sport,DEMO0212,Verwaltung-4,Demo,2026,Interview Verwaltung-4,1,Auszug 0212
history/1,2026-06-14T02:31:00.000Z,bob,add,Belastung/emotional,DEMO0060,Station-3,Demo,2026,Interview Station-3,1,Auszug 0060
history/1,2026-06-14T03:08:00.000Z,ann,add,Bewältigung/Humor,DEMO0176,Verwaltung-3,Demo,2026,Interview Verwaltung-3,1,Auszug 0176
history/1,2026-06-14T03:45:00.000Z,bob,add,Ressourcen/Team,DEMO0156,Verwaltung-2,Demo,2026,Interview Verwaltung-2,2,Auszug 0156
history/1,2026-06-14T04:22:00.000Z,ann,add,Bewältigung/Sport,DEMO0195,Verwaltung-3,Demo,2026,Interview Verwaltung-3,3,Auszug 0195
history/1,2026-06-14T04:59:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0171,Verwaltung-2,Demo,2026,Interview Verwaltung-2,4,Auszug 0171
history/1,2026-06-14T05:36:00.000Z,ann,add,Bewältigung/Distanz,DEMO0211,Verwaltung-4,Demo,2026,Interview Verwaltung-4,1,Auszug 0211
history/1,2026-06-14T06:13:00.000Z,bob,add,Belastung/emotional,DEMO0104,Station-4,Demo,2026,Interview Station-4,3,Auszug 0104
history/1,2026-06-14T06:50:00.000Z,ann,add,Belastung/körperlich,DEMO0053,Station-2,Demo,2026,Interview Station-2,3,Auszug 0053
history/1,2026-06-14T07:27:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0210,Verwaltung-4,Demo,2026,Interview Verwaltung-4,1,Auszug 0210
history/1,2026-06-14T08:04:00.000Z,bob,add,Bewältigung/Humor,DEMO0103,Station-4,Demo,2026,Interview Station-4,2,Auszug 0103
history/1,2026-06-14T08:41:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0100,Station-4,Demo,2026,Interview Station-4,2,Auszug 0100
history/1,2026-06-14T09:18:00.000Z,bob,add,Ressourcen/Team,DEMO0129,Verwaltung-1,Demo,2026,Interview Verwaltung-1,2,Auszug 0129
history/1,2026-06-14T09:55:00.000Z,ann,add,Bewältigung/Humor,DEMO0214,Verwaltung-4,Demo,2026,Interview Verwaltung-4,2,Auszug 0214
history/1,2026-06-14T10:32:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0023,Station-1,Demo,2026,Interview Station-1,3,Auszug 0023
history/1,2026-06-14T11:09:00.000Z,bob,add,Bewältigung/Sport,DEMO0151,Verwaltung-2,Demo,2026,Interview Verwaltung-2,1,Auszug 0151
history/1,2026-06-14T11:46:00.000Z,bob,add,Ressourcen/Team,DEMO0142,Verwaltung-1,Demo,2026,Interview Verwaltung-1,4,Auszug 0142
history/1,2026-06-14T12:23:00.000Z,ann,add,Belastung/emotional,DEMO0047,Station-2,Demo,2026,Interview Station-2,2,Auszug 0047
history/1,2026-06-14T13:00:00.000Z,bob,add,Bewältigung/Sport,DEMO0222,Verwaltung-4,Demo,2026,Interview Verwaltung-4,3,Auszug 0222
history/1,2026-06-14T13:37:00.000Z,ann,add,Bewältigung/Humor,DEMO0225,Verwaltung-4,Demo,2026,Interview Verwaltung-4,3,Auszug 0225
history/1,2026-06-14T14:14:00.000Z,bob,add,Ressourcen/Team,DEMO0096,Station-4,Demo,2026,Interview Station-4,1,Auszug 0096
history/1,2026-06-14T14:51:00.000Z,ann,add,Ressourcen/Team,DEMO0059,Station-2,Demo,2026,Interview Station-2,4,Auszug 0059
history/1,2026-06-14T15:28:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0177,Verwaltung-3,Demo,2026,Interview Verwaltung-3,1,Auszug 0177
history/1,2026-06-14T16:05:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0185,Verwaltung-3,Demo,2026,Interview Verwaltung-3,2,Auszug 0185
history/1,2026-06-14T16:42:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0109,Station-4,Demo,2026,Interview Station-4,3,Auszug 0109
history/1,2026-06-14T17:19:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0033,Station-2,Demo,2026,Interview Station-2,1,Auszug 0033
history/1,2026-06-14T17:56:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0011,Station-1,Demo,2026,Interview Station-1,2,Auszug 0011
history/1,2026-06-14T18:33:00.000Z,ann,add,Ressourcen/Team,DEMO0009,Station-1,Demo,2026,Interview Station-1,2,Auszug 0009
history/1,2026-06-14T19:10:00.000Z,bob,add,Bewältigung/Distanz,DEMO0159,Verwaltung-2,Demo,2026,Interview Verwaltung-2,2,Auszug 0159
history/1,2026-06-14T19:47:00.000Z,ann,add,Bewältigung/Distanz,DEMO0166,Verwaltung-2,Demo,2026,Interview Verwaltung-2,3,Auszug 0166
history/1,2026-06-14T20:24:00.000Z,ann,add,Belastung/emotional,DEMO0129,Verwaltung-1,Demo,2026,Interview Verwaltung-1,2,Auszug 0129
history/1,2026-06-14T21:01:00.000Z,ann,add,Ressourcen/Team,DEMO0086,Station-3,Demo,2026,Interview Station-3,4,Auszug 0086
history/1,2026-06-14T21:38:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0224,Verwaltung-4,Demo,2026,Interview Verwaltung-4,3,Auszug 0224
history/1,2026-06-14T22:15:00.000Z,ann,add,Ressourcen/Team,DEMO0133,Verwaltung-1,Demo,2026,Interview Verwaltung-1,3,Auszug 0133
history/1,2026-06-14T22:52:00.000Z,bob,add,Bewältigung/Sport,DEMO0019,Station-1,Demo,2026,Interview Station-1,3,Auszug 0019
history/1,2026-06-14T23:29:00.000Z,ann,add,Ressourcen/Autonomie,DEMO0227,Verwaltung-4,Demo,2026,Interview Verwaltung-4,3,Auszug 0227
history/1,2026-06-15T00:06:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0116,Verwaltung-1,Demo,2026,Interview Verwaltung-1,1,Auszug 0116
history/1,2026-06-15T00:43:00.000Z,bob,add,Belastung/emotional,DEMO0062,Station-3,Demo,2026,Interview Station-3,1,Auszug 0062
history/1,2026-06-15T01:20:00.000Z,ann,add,Belastung/körperlich,DEMO0002,Station-1,Demo,2026,Interview Station-1,1,Auszug 0002
history/1,2026-06-15T01:57:00.000Z,ann,add,Ressourcen/Autonomie,DEMO0229,Verwaltung-4,Demo,2026,Interview Verwaltung-4,4,Auszug 0229
history/1,2026-06-15T02:34:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0218,Verwaltung-4,Demo,2026,Interview Verwaltung-4,2,Auszug 0218
history/1,2026-06-15T03:11:00.000Z,bob,add,Ressourcen/Team,DEMO0032,Station-1,Demo,2026,Interview Station-1,4,Auszug 0032
history/1,2026-06-15T03:48:00.000Z,bob,add,Belastung/körperlich,DEMO0065,Station-3,Demo,2026,Interview Station-3,1,Auszug 0065
history/1,2026-06-15T04:25:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0174,Verwaltung-3,Demo,2026,Interview Verwaltung-3,1,Auszug 0174
history/1,2026-06-15T05:02:00.000Z,ann,add,Ressourcen/Anerkennung,DEMO0035,Station-2,Demo,2026,Interview Station-2,1,Auszug 0035
history/1,2026-06-15T05:39:00.000Z,bob,add,Bewältigung/Distanz,DEMO0111,Station-4,Demo,2026,Interview Station-4,3,Auszug 0111
history/1,2026-06-15T06:16:00.000Z,bob,add,Belastung/körperlich,DEMO0164,Verwaltung-2,Demo,2026,Interview Verwaltung-2,3,Auszug 0164
history/1,2026-06-15T06:53:00.000Z,ann,add,Bewältigung/Distanz,DEMO0146,Verwaltung-2,Demo,2026,Interview Verwaltung-2,1,Auszug 0146
history/1,2026-06-15T07:30:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0119,Verwaltung-1,Demo,2026,Interview Verwaltung-1,1,Auszug 0119
history/1,2026-06-15T08:07:00.000Z,bob,add,Ressourcen/Team,DEMO0112,Station-4,Demo,2026,Interview Station-4,3,Auszug 0112
history/1,2026-06-15T08:44:00.000Z,bob,add,Bewältigung/Sport,DEMO0132,Verwaltung-1,Demo,2026,Interview Verwaltung-1,2,Auszug 0132
history/1,2026-06-15T09:21:00.000Z,ann,add,Belastung/emotional,DEMO0064,Station-3,Demo,2026,Interview Station-3,1,Auszug 0064
history/1,2026-06-15T09:58:00.000Z,ann,add,Ressourcen/Anerkennung,DEMO0201,Verwaltung-3,Demo,2026,Interview Verwaltung-3,4,Auszug 0201
history/1,2026-06-15T10:35:00.000Z,bob,add,Belastung/emotional,DEMO0073,Station-3,Demo,2026,Interview Station-3,2,Auszug 0073
history/1,2026-06-15T11:12:00.000Z,ann,add,Bewältigung/Distanz,DEMO0054,Station-2,Demo,2026,Interview Station-2,3,Auszug 0054
history/1,2026-06-15T11:49:00.000Z,ann,add,Ressourcen/Autonomie,DEMO0092,Station-4,Demo,2026,Interview Station-4,1,Auszug 0092
history/1,2026-06-15T12:26:00.000Z,ann,add,Belastung/emotional,DEMO0126,Verwaltung-1,Demo,2026,Interview Verwaltung-1,2,Auszug 0126
history/1,2026-06-15T13:03:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0205,Verwaltung-4,Demo,2026,Interview Verwaltung-4,1,Auszug 0205
history/1,2026-06-15T13:40:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0180,Verwaltung-3,Demo,2026,Interview Verwaltung-3,1,Auszug 0180
history/1,2026-06-15T14:17:00.000Z,ann,add,Bewältigung/Sport,DEMO0162,Verwaltung-2,Demo,2026,Interview Verwaltung-2,3,Auszug 0162
history/1,2026-06-15T14:54:00.000Z,ann,add,Ressourcen/Anerkennung,DEMO0031,Station-1,Demo,2026,Interview Station-1,4,Auszug 0031
history/1,2026-06-15T15:31:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0120,Verwaltung-1,Demo,2026,Interview Verwaltung-1,1,Auszug 0120
history/1,2026-06-15T16:08:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0157,Verwaltung-2,Demo,2026,Interview Verwaltung-2,2,Auszug 0157
history/1,2026-06-15T16:45:00.000Z,ann,add,Bewältigung/Sport,DEMO0027,Station-1,Demo,2026,Interview Station-1,4,Auszug 0027
history/1,2026-06-15T17:22:00.000Z,ann,add,Ressourcen/Team,DEMO0017,Station-1,Demo,2026,Interview Station-1,3,Auszug 0017
history/1,2026-06-15T17:59:00.000Z,bob,add,Bewältigung/Humor,DEMO0125,Verwaltung-1,Demo,2026,Interview Verwaltung-1,2,Auszug 0125
history/1,2026-06-15T18:36:00.000Z,ann,add,Belastung/körperlich,DEMO0055,Station-2,Demo,2026,Interview Station-2,3,Auszug 0055
history/1,2026-06-15T19:13:00.000Z,bob,add,Bewältigung/Humor,DEMO0080,Station-3,Demo,2026,Interview Station-3,3,Auszug 0080
history/1,2026-06-15T19:50:00.000Z,bob,add,Bewältigung/Humor,DEMO0160,Verwaltung-2,Demo,2026,Interview Verwaltung-2,3,Auszug 0160
history/1,2026-06-15T20:27:00.000Z,ann,add,Ressourcen/Team,DEMO0129,Verwaltung-1,Demo,2026,Interview Verwaltung-1,2,Auszug 0129
history/1,2026-06-15T21:04:00.000Z,bob,add,Bewältigung/Distanz,DEMO0028,Station-1,Demo,2026,Interview Station-1,4,Auszug 0028
history/1,2026-06-15T21:41:00.000Z,ann,add,Bewältigung/Humor,DEMO0063,Station-3,Demo,2026,Interview Station-3,1,Auszug 0063
history/1,2026-06-15T22:18:00.000Z,ann,add,Belastung/körperlich,DEMO0197,Verwaltung-3,Demo,2026,Interview Verwaltung-3,3,Auszug 0197
history/1,2026-06-15T22:55:00.000Z,ann,add,Bewältigung/Humor,DEMO0067,Station-3,Demo,2026,Interview Station-3,2,Auszug 0067
history/1,2026-06-15T23:32:00.000Z,ann,add,Belastung/körperlich,DEMO0043,Station-2,Demo,2026,Interview Station-2,2,Auszug 0043
history/1,2026-06-16T00:09:00.000Z,ann,add,Ressourcen/Autonomie,DEMO0185,Verwaltung-3,Demo,2026,Interview Verwaltung-3,2,Auszug 0185
history/1,2026-06-16T00:46:00.000Z,ann,add,Ressourcen/Team,DEMO0005,Station-1,Demo,2026,Interview Station-1,1,Auszug 0005
history/1,2026-06-16T01:23:00.000Z,ann,add,Ressourcen/Autonomie,DEMO0218,Verwaltung-4,Demo,2026,Interview Verwaltung-4,2,Auszug 0218
history/1,2026-06-16T02:00:00.000Z,ann,add,Ressourcen/Team,DEMO0198,Verwaltung-3,Demo,2026,Interview Verwaltung-3,3,Auszug 0198
history/1,2026-06-16T02:37:00.000Z,ann,add,Ressourcen/Autonomie,DEMO0158,Verwaltung-2,Demo,2026,Interview Verwaltung-2,2,Auszug 0158
history/1,2026-06-16T03:14:00.000Z,bob,add,Bewältigung/Distanz,DEMO0074,Station-3,Demo,2026,Interview Station-3,2,Auszug 0074
history/1,2026-06-16T03:51:00.000Z,bob,add,Bewältigung/Distanz,DEMO0094,Station-4,Demo,2026,Interview Station-4,1,Auszug 0094
history/1,2026-06-16T04:28:00.000Z,bob,add,Belastung/emotional,DEMO0057,Station-2,Demo,2026,Interview Station-2,4,Auszug 0057
history/1,2026-06-16T05:05:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0007,Station-1,Demo,2026,Interview Station-1,1,Auszug 0007
history/1,2026-06-16T05:42:00.000Z,bob,add,Bewältigung/Distanz,DEMO0124,Verwaltung-1,Demo,2026,Interview Verwaltung-1,2,Auszug 0124
history/1,2026-06-16T06:19:00.000Z,ann,add,Belastung/emotional,DEMO0041,Station-2,Demo,2026,Interview Station-2,2,Auszug 0041
history/1,2026-06-16T06:56:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0139,Verwaltung-1,Demo,2026,Interview Verwaltung-1,3,Auszug 0139
history/1,2026-06-16T07:33:00.000Z,ann,add,Bewältigung/Distanz,DEMO0083,Station-3,Demo,2026,Interview Station-3,4,Auszug 0083
history/1,2026-06-16T08:10:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0124,Verwaltung-1,Demo,2026,Interview Verwaltung-1,2,Auszug 0124
history/1,2026-06-16T08:47:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0083,Station-3,Demo,2026,Interview Station-3,4,Auszug 0083
history/1,2026-06-16T09:24:00.000Z,ann,add,Ressourcen/Anerkennung,DEMO0134,Verwaltung-1,Demo,2026,Interview Verwaltung-1,3,Auszug 0134
history/1,2026-06-16T10:01:00.000Z,ann,add,Ressourcen/Anerkennung,DEMO0048,Station-2,Demo,2026,Interview Station-2,2,Auszug 0048
history/1,2026-06-16T10:38:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0232,Verwaltung-4,Demo,2026,Interview Verwaltung-4,4,Auszug 0232
history/1,2026-06-16T11:15:00.000Z,ann,add,Bewältigung/Humor,DEMO0022,Station-1,Demo,2026,Interview Station-1,3,Auszug 0022
history/1,2026-06-16T11:52:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0204,Verwaltung-3,Demo,2026,Interview Verwaltung-3,4,Auszug 0204
history/1,2026-06-16T12:29:00.000Z,bob,add,Bewältigung/Humor,DEMO0225,Verwaltung-4,Demo,2026,Interview Verwaltung-4,3,Auszug 0225
history/1,2026-06-16T13:06:00.000Z,ann,add,Ressourcen/Team,DEMO0026,Station-1,Demo,2026,Interview Station-1,4,Auszug 0026
history/1,2026-06-16T13:43:00.000Z,ann,add,Bewältigung/Sport,DEMO0220,Verwaltung-4,Demo,2026,Interview Verwaltung-4,2,Auszug 0220
history/1,2026-06-16T14:20:00.000Z,ann,add,Ressourcen/Anerkennung,DEMO0178,Verwaltung-3,Demo,2026,Interview Verwaltung-3,1,Auszug 0178
history/1,2026-06-16T14:57:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0158,Verwaltung-2,Demo,2026,Interview Verwaltung-2,2,Auszug 0158
history/1,2026-06-16T15:34:00.000Z,bob,add,Bewältigung/Humor,DEMO0162,Verwaltung-2,Demo,2026,Interview Verwaltung-2,3,Auszug 0162
history/1,2026-06-16T16:11:00.000Z,bob,add,Ressourcen/Team,DEMO0122,Verwaltung-1,Demo,2026,Interview Verwaltung-1,1,Auszug 0122
history/1,2026-06-16T16:48:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0153,Verwaltung-2,Demo,2026,Interview Verwaltung-2,2,Auszug 0153
history/1,2026-06-16T17:25:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0113,Station-4,Demo,2026,Interview Station-4,4,Auszug 0113
history/1,2026-06-16T18:02:00.000Z,ann,add,Ressourcen/Autonomie,DEMO0204,Verwaltung-3,Demo,2026,Interview Verwaltung-3,4,Auszug 0204
history/1,2026-06-16T18:39:00.000Z,ann,add,Ressourcen/Team,DEMO0189,Verwaltung-3,Demo,2026,Interview Verwaltung-3,2,Auszug 0189
history/1,2026-06-16T19:16:00.000Z,ann,add,Belastung/emotional,DEMO0200,Verwaltung-3,Demo,2026,Interview Verwaltung-3,4,Auszug 0200
history/1,2026-06-16T19:53:00.000Z,ann,add,Bewältigung/Sport,DEMO0167,Verwaltung-2,Demo,2026,Interview Verwaltung-2,3,Auszug 0167
history/1,2026-06-16T20:30:00.000Z,ann,add,Ressourcen/Team,DEMO0096,Station-4,Demo,2026,Interview Station-4,1,Auszug 0096
history/1,2026-06-16T21:07:00.000Z,ann,add,Belastung/emotional,DEMO0021,Station-1,Demo,2026,Interview Station-1,3,Auszug 0021
history/1,2026-06-16T21:44:00.000Z,bob,add,Belastung/emotional,DEMO0214,Verwaltung-4,Demo,2026,Interview Verwaltung-4,2,Auszug 0214
history/1,2026-06-16T22:21:00.000Z,ann,add,Belastung/emotional,DEMO0214,Verwaltung-4,Demo,2026,Interview Verwaltung-4,2,Auszug 0214
history/1,2026-06-16T22:58:00.000Z,ann,add,Bewältigung/Distanz,DEMO0170,Verwaltung-2,Demo,2026,Interview Verwaltung-2,4,Auszug 0170
history/1,2026-06-16T23:35:00.000Z,ann,add,Bewältigung/Distanz,DEMO0169,Verwaltung-2,Demo,2026,Interview Verwaltung-2,4,Auszug 0169
history/1,2026-06-17T00:12:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0201,Verwaltung-3,Demo,2026,Interview Verwaltung-3,4,Auszug 0201
history/1,2026-06-17T00:49:00.000Z,ann,add,Ressourcen/Anerkennung,DEMO0135,Verwaltung-1,Demo,2026,Interview Verwaltung-1,3,Auszug 0135
history/1,2026-06-17T01:26:00.000Z,ann,add,Belastung/emotional,DEMO0114,Station-4,Demo,2026,Interview Station-4,4,Auszug 0114
history/1,2026-06-17T02:03:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0135,Verwaltung-1,Demo,2026,Interview Verwaltung-1,3,Auszug 0135
history/1,2026-06-17T02:40:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0075,Station-3,Demo,2026,Interview Station-3,3,Auszug 0075
history/1,2026-06-17T03:17:00.000Z,bob,add,Belastung/emotional,DEMO0184,Verwaltung-3,Demo,2026,Interview Verwaltung-3,2,Auszug 0184
history/1,2026-06-17T03:54:00.000Z,ann,add,Ressourcen/Team,DEMO0091,Station-4,Demo,2026,Interview Station-4,1,Auszug 0091
history/1,2026-06-17T04:31:00.000Z,ann,add,Belastung/emotional,DEMO0018,Station-1,Demo,2026,Interview Station-1,3,Auszug 0018
history/1,2026-06-17T05:08:00.000Z,ann,add,Bewältigung/Distanz,DEMO0138,Verwaltung-1,Demo,2026,Interview Verwaltung-1,3,Auszug 0138
history/1,2026-06-17T05:45:00.000Z,bob,add,Belastung/körperlich,DEMO0200,Verwaltung-3,Demo,2026,Interview Verwaltung-3,4,Auszug 0200
history/1,2026-06-17T06:22:00.000Z,ann,add,Bewältigung/Sport,DEMO0206,Verwaltung-4,Demo,2026,Interview Verwaltung-4,1,Auszug 0206
history/1,2026-06-17T06:59:00.000Z,bob,add,Ressourcen/Team,DEMO0198,Verwaltung-3,Demo,2026,Interview Verwaltung-3,3,Auszug 0198
history/1,2026-06-17T07:36:00.000Z,ann,add,Ressourcen/Autonomie,DEMO0171,Verwaltung-2,Demo,2026,Interview Verwaltung-2,4,Auszug 0171
history/1,2026-06-17T08:13:00.000Z,bob,add,Bewältigung/Humor,DEMO0071,Station-3,Demo,2026,Interview Station-3,2,Auszug 0071
history/1,2026-06-17T08:50:00.000Z,bob,add,Bewältigung/Distanz,DEMO0209,Verwaltung-4,Demo,2026,Interview Verwaltung-4,1,Auszug 0209
history/1,2026-06-17T09:27:00.000Z,ann,add,Bewältigung/Distanz,DEMO0004,Station-1,Demo,2026,Interview Station-1,1,Auszug 0004
history/1,2026-06-17T10:04:00.000Z,bob,add,Bewältigung/Humor,DEMO0034,Station-2,Demo,2026,Interview Station-2,1,Auszug 0034
history/1,2026-06-17T10:41:00.000Z,bob,add,Bewältigung/Sport,DEMO0220,Verwaltung-4,Demo,2026,Interview Verwaltung-4,2,Auszug 0220
